total_methods,version_code,file_size_kb,num_files,num_receivers,num_intents,num_services,num_permissions,num_activities,has_native_code,num_providers,label
42153.0,147.0,8706.41796875,706.0,7.0,0.0,4.0,26.0,37.0,1.0,2.0,0
115095.0,222.0,23111.5869140625,5828.0,31.0,12.0,38.0,19.0,68.0,0.0,2.0,0
40170.0,16.0,6061.8310546875,1017.0,2.0,12.0,4.0,9.0,19.0,0.0,1.0,0
59167.0,14.0,48520.6552734375,2102.0,2.0,3.0,2.0,9.0,9.0,0.0,1.0,0
50671.0,25.0,10350.74609375,732.0,1.0,2.0,1.0,7.0,2.0,0.0,0.0,0
4448.0,110.0,493.15234375,85.0,3.0,22.0,1.0,2.0,23.0,0.0,0.0,0
7275.0,35.0,2297.34375,189.0,0.0,11.0,0.0,4.0,6.0,1.0,0.0,0
42747.0,4.0,30907.986328125,714.0,1.0,5.0,1.0,17.0,13.0,0.0,0.0,0
5235.0,1.0,16686.806640625,234.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,0
55263.0,36.0,8352.3515625,1452.0,2.0,2.0,1.0,11.0,55.0,0.0,0.0,0
22814.0,1458289239.0,12528.8046875,350.0,7.0,2.0,7.0,9.0,2.0,1.0,1.0,0
57812.0,4.0,8377.9072265625,737.0,0.0,2.0,0.0,8.0,13.0,0.0,0.0,0
88188.0,6.0,32541.552734375,1045.0,8.0,3.0,8.0,16.0,25.0,1.0,3.0,0
29587.0,5.0,6811.890625,436.0,0.0,2.0,0.0,11.0,10.0,0.0,1.0,0
32824.0,10105.0,3104.896484375,130.0,4.0,2.0,2.0,9.0,11.0,1.0,0.0,0
34439.0,450006.0,24724.244140625,3276.0,1.0,5.0,5.0,13.0,15.0,1.0,0.0,0
20692.0,14084.0,2474.7939453125,902.0,0.0,2.0,0.0,2.0,29.0,0.0,0.0,0
78719.0,60.0,25118.6767578125,2103.0,8.0,18.0,8.0,25.0,62.0,1.0,2.0,0
32822.0,1.0,4990.1298828125,498.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0
35872.0,20160602.0,14355.5517578125,169.0,0.0,2.0,0.0,6.0,3.0,1.0,0.0,0
55407.0,5.0,6062.6669921875,288.0,3.0,2.0,1.0,10.0,2.0,1.0,0.0,0
28573.0,300558.0,20490.85546875,285.0,6.0,2.0,5.0,16.0,4.0,0.0,2.0,0
18745.0,3.0,1857.517578125,203.0,1.0,2.0,0.0,7.0,13.0,0.0,1.0,0
18781.0,2016060700.0,2481.302734375,227.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,0
11879.0,10000.0,16864.6015625,122.0,1.0,3.0,1.0,13.0,2.0,0.0,0.0,0
39722.0,29.0,4883.08203125,893.0,14.0,2.0,13.0,27.0,29.0,1.0,3.0,0
62391.0,12.0,6584.8193359375,824.0,1.0,2.0,1.0,10.0,25.0,0.0,0.0,0
51550.0,656.0,30398.2392578125,815.0,1.0,4.0,4.0,14.0,17.0,1.0,0.0,0
46873.0,2001280900.0,50153.349609375,1003.0,5.0,3.0,4.0,10.0,4.0,1.0,1.0,0
44069.0,157.0,11359.7939453125,1477.0,4.0,5.0,2.0,9.0,40.0,1.0,0.0,0
41546.0,3.0,3948.01171875,556.0,4.0,2.0,2.0,5.0,6.0,0.0,1.0,0
13865.0,507003.0,3039.2763671875,1394.0,2.0,7.0,3.0,32.0,30.0,1.0,0.0,0
18218.0,1.0,5767.607421875,854.0,0.0,2.0,0.0,5.0,7.0,0.0,0.0,0
61441.0,7.0,12386.1416015625,971.0,2.0,4.0,5.0,16.0,27.0,0.0,1.0,0
16235.0,5.0,6250.96484375,606.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,0
65049.0,3030.0,13720.685546875,490.0,4.0,5.0,11.0,11.0,49.0,1.0,0.0,0
35684.0,16.0,10886.96875,191.0,0.0,5.0,0.0,4.0,3.0,0.0,0.0,0
71116.0,14114.0,9279.373046875,1759.0,8.0,8.0,5.0,9.0,9.0,0.0,1.0,0
32666.0,1.0,2495.390625,432.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0
33815.0,2.0,3579.751953125,593.0,0.0,2.0,0.0,12.0,7.0,0.0,0.0,0
16288.0,26.0,2252.9794921875,573.0,2.0,2.0,1.0,6.0,7.0,0.0,0.0,0
34790.0,39190.0,9186.50390625,2308.0,13.0,15.0,10.0,12.0,31.0,1.0,2.0,0
24035.0,124365.0,50098.4970703125,243.0,3.0,4.0,1.0,9.0,4.0,1.0,0.0,0
53668.0,2704.0,38493.2578125,5110.0,8.0,42.0,18.0,23.0,47.0,1.0,7.0,0
12522.0,1.0,1044.076171875,393.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0
34361.0,34.0,5290.8720703125,419.0,6.0,6.0,4.0,9.0,24.0,0.0,1.0,0
26005.0,9006037.0,45386.9951171875,1182.0,3.0,3.0,3.0,12.0,3.0,1.0,1.0,0
27660.0,3.0,4264.275390625,638.0,1.0,2.0,1.0,7.0,21.0,0.0,0.0,0
56705.0,197.0,12442.150390625,1415.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,0
31694.0,72150.0,7904.810546875,340.0,7.0,3.0,3.0,13.0,2.0,1.0,1.0,0
24970.0,14.0,2662.666015625,454.0,1.0,2.0,2.0,9.0,11.0,0.0,0.0,0
35860.0,33.0,6775.373046875,221.0,2.0,11.0,4.0,18.0,12.0,0.0,0.0,0
53976.0,188.0,26101.046875,1848.0,15.0,3.0,13.0,12.0,17.0,1.0,2.0,0
28343.0,11254.0,4193.1025390625,1437.0,7.0,11.0,0.0,6.0,34.0,0.0,5.0,0
21930.0,205078.0,10523.08984375,5914.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0
61429.0,26.0,33962.193359375,761.0,2.0,2.0,0.0,5.0,15.0,1.0,1.0,0
100364.0,50307.0,20146.2275390625,2882.0,9.0,8.0,14.0,10.0,81.0,1.0,5.0,0
50029.0,12.0,15857.736328125,494.0,4.0,2.0,3.0,16.0,11.0,1.0,0.0,0
20358.0,1.0,15110.44140625,558.0,0.0,2.0,2.0,4.0,4.0,1.0,0.0,0
4368.0,13.0,553.7607421875,73.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,0
22641.0,3.0,9460.572265625,666.0,3.0,2.0,1.0,14.0,25.0,0.0,0.0,0
43792.0,77.0,3712.2392578125,1029.0,5.0,2.0,1.0,9.0,12.0,0.0,0.0,0
65330.0,29.0,11815.728515625,371.0,1.0,2.0,1.0,8.0,14.0,0.0,0.0,0
8.0,83.0,5837.0224609375,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
61491.0,80.0,10752.19140625,1083.0,12.0,6.0,9.0,17.0,21.0,1.0,1.0,0
30686.0,2.0,28919.7421875,1920.0,1.0,2.0,0.0,4.0,6.0,0.0,0.0,0
105773.0,185.0,21602.466796875,1571.0,4.0,12.0,10.0,17.0,63.0,1.0,3.0,0
25481.0,80406.0,5415.033203125,1514.0,2.0,2.0,2.0,7.0,19.0,0.0,0.0,0
34574.0,2016020101.0,8016.7431640625,324.0,1.0,2.0,2.0,14.0,2.0,1.0,0.0,0
14817.0,7005001.0,18300.142578125,288.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0
3783.0,2006002.0,15917.7978515625,62.0,0.0,3.0,0.0,10.0,1.0,1.0,0.0,0
51117.0,32.0,8754.333984375,951.0,2.0,2.0,4.0,6.0,11.0,0.0,2.0,0
25420.0,678.0,1761.921875,94.0,3.0,7.0,2.0,6.0,5.0,0.0,0.0,0
40085.0,171.0,4427.1689453125,759.0,6.0,7.0,6.0,12.0,29.0,0.0,1.0,0
72032.0,10.0,5190.2666015625,982.0,7.0,10.0,9.0,26.0,23.0,0.0,1.0,0
31628.0,4.0,3708.287109375,814.0,0.0,5.0,0.0,7.0,13.0,0.0,0.0,0
29785.0,5.0,2451.9228515625,335.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0
43198.0,358.0,9463.4609375,2416.0,6.0,3.0,2.0,15.0,3.0,0.0,0.0,0
33081.0,41.0,8008.6279296875,1316.0,5.0,2.0,5.0,21.0,58.0,0.0,1.0,0
34785.0,1189.0,6798.2412109375,1075.0,12.0,8.0,8.0,12.0,39.0,1.0,1.0,0
69859.0,90.0,14148.046875,2074.0,8.0,5.0,13.0,9.0,40.0,0.0,2.0,0
16089.0,116.0,6047.0849609375,730.0,14.0,24.0,7.0,31.0,38.0,0.0,1.0,0
58604.0,350.0,8340.8828125,1271.0,5.0,6.0,3.0,15.0,48.0,1.0,2.0,0
25872.0,18.0,4243.58984375,681.0,1.0,2.0,1.0,16.0,24.0,0.0,0.0,0
53475.0,31.0,15504.7509765625,690.0,1.0,2.0,0.0,5.0,22.0,1.0,1.0,0
70198.0,150.0,14256.0712890625,1867.0,8.0,8.0,11.0,18.0,18.0,1.0,1.0,0
49827.0,4272.0,20934.5615234375,1548.0,5.0,3.0,2.0,14.0,39.0,1.0,3.0,0
50703.0,46.0,7214.3876953125,995.0,1.0,2.0,8.0,7.0,19.0,0.0,0.0,0
47173.0,14.0,14339.8974609375,824.0,0.0,2.0,0.0,10.0,6.0,1.0,0.0,0
115561.0,449.0,23137.1572265625,4042.0,9.0,17.0,11.0,31.0,45.0,1.0,6.0,0
26472.0,2.0,10996.8837890625,244.0,0.0,2.0,0.0,9.0,7.0,1.0,0.0,0
68898.0,15007.0,23517.2685546875,3571.0,3.0,57.0,2.0,10.0,77.0,1.0,2.0,0
41241.0,608.0,10296.802734375,1381.0,2.0,3.0,3.0,10.0,4.0,0.0,1.0,0
54716.0,241.0,9075.3017578125,1602.0,3.0,0.0,4.0,11.0,30.0,0.0,3.0,0
30932.0,230.0,17423.154296875,992.0,5.0,9.0,11.0,12.0,23.0,1.0,0.0,0
44763.0,6.0,24074.1142578125,1809.0,1.0,3.0,4.0,10.0,58.0,0.0,3.0,0
31703.0,8.0,2564.90234375,431.0,0.0,2.0,0.0,6.0,31.0,0.0,0.0,0
31184.0,42.0,3432.3720703125,193.0,2.0,6.0,1.0,4.0,9.0,0.0,1.0,0
55640.0,35.0,23861.1748046875,1330.0,5.0,3.0,4.0,22.0,68.0,0.0,1.0,0
40829.0,3.0,8554.953125,491.0,0.0,2.0,0.0,4.0,14.0,1.0,1.0,0
17741.0,5.0,51156.2236328125,1882.0,3.0,2.0,3.0,11.0,2.0,1.0,0.0,0
67836.0,59.0,14497.26953125,2864.0,7.0,7.0,4.0,15.0,30.0,1.0,0.0,0
19991.0,1.0,1353.27734375,72.0,1.0,2.0,0.0,14.0,4.0,0.0,0.0,0
61834.0,212614.0,9569.810546875,383.0,5.0,3.0,4.0,15.0,5.0,1.0,0.0,0
61520.0,71.0,29192.0224609375,973.0,6.0,2.0,4.0,11.0,23.0,1.0,1.0,0
58375.0,13208.0,17593.45703125,1862.0,4.0,3.0,4.0,13.0,8.0,0.0,0.0,0
61113.0,6.0,14156.1875,1523.0,5.0,3.0,21.0,15.0,17.0,1.0,3.0,0
39337.0,9.0,6602.0048828125,729.0,4.0,2.0,4.0,6.0,11.0,0.0,1.0,0
124799.0,60010028.0,22233.98828125,1571.0,10.0,38.0,10.0,16.0,55.0,1.0,1.0,0
34359.0,8.0,4462.359375,921.0,4.0,8.0,4.0,13.0,40.0,0.0,1.0,0
52881.0,61.0,5348.6064453125,1198.0,9.0,2.0,5.0,26.0,80.0,1.0,0.0,0
16440.0,557720.0,3873.203125,270.0,1.0,2.0,3.0,8.0,1.0,0.0,0.0,0
1282.0,124.0,119.76953125,51.0,1.0,5.0,1.0,5.0,4.0,0.0,0.0,0
54990.0,3003011.0,21391.73046875,2353.0,1.0,5.0,2.0,15.0,52.0,1.0,0.0,0
49709.0,602052.0,10336.66796875,1941.0,8.0,5.0,6.0,10.0,32.0,0.0,2.0,0
245.0,25.0,7913.888671875,877.0,0.0,3.0,0.0,11.0,1.0,1.0,0.0,0
64709.0,700044.0,14196.5556640625,2285.0,8.0,8.0,6.0,9.0,45.0,0.0,3.0,0
2233.0,9.0,14391.68359375,127.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0
55758.0,2.0,5523.775390625,893.0,7.0,8.0,6.0,12.0,32.0,0.0,0.0,0
31304.0,810.0,3891.6875,686.0,1.0,3.0,1.0,20.0,16.0,0.0,1.0,0
3330.0,25.0,1083.2431640625,258.0,2.0,31.0,1.0,7.0,18.0,0.0,0.0,0
70587.0,101.0,12054.919921875,1604.0,6.0,5.0,4.0,13.0,31.0,1.0,1.0,0
36588.0,575.0,13213.4169921875,1232.0,8.0,5.0,8.0,13.0,19.0,0.0,2.0,0
48730.0,94.0,5152.9833984375,1081.0,1.0,11.0,2.0,10.0,18.0,0.0,0.0,0
40637.0,40209000.0,24710.6328125,3072.0,6.0,10.0,5.0,11.0,24.0,1.0,2.0,0
25122.0,16.0,35358.5078125,1056.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,0
21544.0,46.0,6257.154296875,158.0,1.0,2.0,1.0,10.0,2.0,0.0,0.0,0
32626.0,12.0,3488.69921875,590.0,0.0,2.0,1.0,3.0,8.0,0.0,0.0,0
33183.0,13.0,22417.130859375,3447.0,5.0,8.0,3.0,12.0,17.0,1.0,0.0,0
63024.0,20160601.0,12984.453125,1641.0,6.0,7.0,8.0,16.0,38.0,0.0,2.0,0
36459.0,1.0,2472.0380859375,394.0,1.0,2.0,1.0,7.0,4.0,0.0,0.0,0
27197.0,11.0,2362.6474609375,633.0,0.0,2.0,2.0,10.0,4.0,0.0,0.0,0
16085.0,6.0,5867.5380859375,1161.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0
20128.0,31.0,3556.8330078125,874.0,0.0,28.0,0.0,7.0,17.0,0.0,1.0,0
20197.0,102.0,29462.1357421875,993.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,0
31685.0,60602.0,14278.5400390625,2027.0,5.0,38.0,4.0,13.0,44.0,1.0,0.0,0
41338.0,1.0,3879.505859375,429.0,0.0,2.0,0.0,8.0,9.0,0.0,0.0,0
15105.0,49.0,1845.23046875,59.0,1.0,3.0,1.0,6.0,21.0,0.0,0.0,0
101427.0,917.0,16988.5341796875,3056.0,13.0,8.0,16.0,29.0,22.0,1.0,3.0,0
14817.0,7005001.0,21302.0068359375,288.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0
17655.0,2.0,1580.5361328125,462.0,1.0,4.0,1.0,12.0,3.0,0.0,0.0,0
24936.0,62.0,8893.533203125,650.0,0.0,2.0,0.0,13.0,9.0,1.0,1.0,0
32313.0,2.0,4555.447265625,176.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0
81732.0,61.0,13669.0927734375,2301.0,10.0,0.0,5.0,17.0,86.0,1.0,5.0,0
37474.0,24.0,20971.525390625,1177.0,2.0,6.0,3.0,7.0,23.0,1.0,1.0,0
56200.0,13.0,20231.517578125,860.0,0.0,2.0,0.0,6.0,21.0,1.0,1.0,0
53666.0,2.0,6886.1591796875,271.0,3.0,3.0,3.0,14.0,3.0,1.0,0.0,0
47013.0,37.0,6035.8408203125,934.0,3.0,7.0,4.0,9.0,23.0,1.0,1.0,0
58388.0,5.0,5318.806640625,1301.0,7.0,3.0,3.0,8.0,39.0,0.0,1.0,0
57901.0,2021.0,27924.8662109375,628.0,10.0,2.0,2.0,17.0,6.0,1.0,0.0,0
62860.0,6007000.0,47779.7783203125,496.0,3.0,3.0,2.0,13.0,16.0,1.0,1.0,0
64952.0,1724.0,13545.6123046875,3290.0,10.0,69.0,11.0,16.0,92.0,1.0,4.0,0
16264.0,5.0,4038.216796875,704.0,0.0,9.0,0.0,11.0,27.0,0.0,0.0,0
32881.0,17.0,11293.8466796875,853.0,0.0,2.0,0.0,5.0,4.0,0.0,1.0,0
53733.0,56.0,22740.7861328125,1702.0,6.0,4.0,4.0,19.0,30.0,1.0,0.0,0
43996.0,1.0,3420.4208984375,508.0,1.0,2.0,1.0,2.0,11.0,0.0,0.0,0
38332.0,791.0,10483.3291015625,1098.0,2.0,5.0,3.0,18.0,24.0,0.0,0.0,0
3561.0,1112.0,2212.0419921875,140.0,0.0,4.0,0.0,5.0,6.0,0.0,1.0,0
23358.0,25.0,4689.859375,553.0,2.0,5.0,1.0,9.0,17.0,0.0,0.0,0
52560.0,1152601.0,11039.8134765625,2061.0,7.0,11.0,15.0,22.0,40.0,1.0,2.0,0
51951.0,1.0,12617.443359375,994.0,0.0,2.0,0.0,5.0,14.0,0.0,1.0,0
64289.0,107103.0,10336.3349609375,2042.0,7.0,5.0,20.0,17.0,9.0,0.0,3.0,0
53658.0,1001.0,7363.09765625,1059.0,3.0,2.0,3.0,15.0,43.0,0.0,0.0,0
60548.0,62.0,6155.4541015625,254.0,0.0,2.0,0.0,11.0,5.0,1.0,0.0,0
47814.0,6.0,8275.3759765625,573.0,0.0,2.0,0.0,9.0,5.0,0.0,0.0,0
47821.0,3.0,4063.943359375,1005.0,7.0,3.0,3.0,8.0,27.0,0.0,0.0,0
19914.0,109009.0,17773.6171875,728.0,3.0,2.0,4.0,13.0,1.0,1.0,0.0,0
16410.0,37.0,18822.966796875,2539.0,0.0,7.0,0.0,6.0,21.0,1.0,0.0,0
854.0,270.0,183.0263671875,40.0,0.0,2.0,0.0,3.0,13.0,0.0,0.0,0
54206.0,2022.0,30612.669921875,1104.0,10.0,2.0,3.0,17.0,6.0,1.0,0.0,0
108562.0,3045.0,30286.2080078125,1793.0,6.0,21.0,5.0,11.0,52.0,1.0,0.0,0
15363.0,1000004.0,18046.5302734375,302.0,1.0,2.0,1.0,14.0,2.0,1.0,0.0,0
26578.0,31120.0,29488.1279296875,349.0,9.0,4.0,3.0,14.0,9.0,1.0,2.0,0
6240.0,11.0,4648.0751953125,838.0,0.0,2.0,0.0,1.0,45.0,0.0,0.0,0
32211.0,4.0,8621.466796875,75.0,1.0,2.0,2.0,12.0,2.0,1.0,0.0,0
49435.0,2000599.0,12941.53515625,1901.0,4.0,8.0,4.0,12.0,51.0,1.0,1.0,0
73319.0,5378.0,10161.904296875,1182.0,4.0,21.0,1.0,9.0,19.0,1.0,0.0,0
39282.0,1.0,3192.5302734375,273.0,3.0,2.0,3.0,10.0,10.0,1.0,0.0,0
62610.0,4420.0,5314.2880859375,810.0,7.0,8.0,2.0,14.0,28.0,0.0,0.0,0
24788.0,10.0,3957.486328125,111.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0
41270.0,4.0,8589.6337890625,987.0,0.0,10.0,0.0,6.0,5.0,0.0,0.0,0
83529.0,1606010649.0,14544.67578125,3278.0,13.0,6.0,11.0,22.0,76.0,0.0,2.0,0
9990.0,6.0,25484.2626953125,745.0,1.0,2.0,0.0,8.0,5.0,0.0,0.0,0
54215.0,13.0,12004.3935546875,305.0,4.0,2.0,5.0,21.0,7.0,1.0,1.0,0
88368.0,137.0,27741.8349609375,1589.0,8.0,2.0,9.0,11.0,50.0,0.0,1.0,0
20011.0,19.0,1666.9306640625,426.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,0
94976.0,104.0,33709.931640625,1166.0,11.0,6.0,9.0,9.0,31.0,1.0,2.0,0
25189.0,31.0,7856.4404296875,362.0,6.0,2.0,3.0,12.0,25.0,0.0,0.0,0
51663.0,68.0,6673.0087890625,974.0,10.0,2.0,11.0,11.0,11.0,0.0,2.0,0
21178.0,1.0,13768.314453125,855.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0
33543.0,8.0,1802.3330078125,182.0,2.0,9.0,1.0,8.0,14.0,0.0,0.0,0
20743.0,4.0,33037.611328125,334.0,0.0,8.0,0.0,6.0,5.0,0.0,1.0,0
75480.0,64.0,11663.6337890625,2465.0,6.0,2.0,7.0,12.0,20.0,0.0,2.0,0
25277.0,334.0,13082.8994140625,1505.0,5.0,15.0,5.0,21.0,33.0,1.0,0.0,0
48885.0,408020.0,13053.2841796875,3985.0,5.0,14.0,8.0,10.0,75.0,0.0,2.0,0
116411.0,297.0,26059.6591796875,6794.0,10.0,6.0,35.0,23.0,92.0,0.0,3.0,0
6295.0,1013.0,808.8349609375,347.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0
16328.0,14.0,10226.0400390625,793.0,0.0,2.0,0.0,4.0,4.0,0.0,1.0,0
25642.0,1000000.0,20730.4775390625,206.0,0.0,2.0,1.0,4.0,5.0,1.0,0.0,0
589.0,1.0,1938.9267578125,231.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0
16795.0,81.0,1946.7607421875,282.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0
42739.0,74.0,8766.9638671875,483.0,1.0,5.0,1.0,6.0,5.0,1.0,2.0,0
63284.0,679.0,11952.15234375,1656.0,9.0,4.0,9.0,12.0,43.0,0.0,0.0,0
55348.0,4.0,5950.189453125,248.0,3.0,2.0,1.0,10.0,2.0,1.0,0.0,0
64588.0,1.0,5218.1298828125,670.0,8.0,2.0,7.0,19.0,12.0,0.0,1.0,0
33814.0,3.0,6399.94140625,593.0,0.0,2.0,0.0,12.0,7.0,0.0,0.0,0
64058.0,1000026.0,27000.2998046875,619.0,8.0,6.0,6.0,8.0,46.0,1.0,2.0,0
65132.0,43.0,7734.0576171875,1466.0,7.0,14.0,6.0,19.0,99.0,0.0,0.0,0
11392.0,78.0,2603.404296875,453.0,6.0,4.0,8.0,24.0,27.0,0.0,0.0,0
36335.0,1.0,4267.6962890625,565.0,3.0,2.0,4.0,11.0,9.0,0.0,1.0,0
14745.0,1000008.0,17916.7080078125,281.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0
31168.0,2006000.0,19498.5361328125,985.0,5.0,4.0,3.0,12.0,5.0,1.0,1.0,0
30349.0,32.0,48934.0517578125,437.0,2.0,2.0,1.0,14.0,11.0,1.0,0.0,0
16835.0,2023.0,3617.7138671875,899.0,9.0,5.0,8.0,14.0,7.0,0.0,2.0,0
53316.0,50.0,40587.583984375,1433.0,0.0,2.0,0.0,6.0,8.0,1.0,0.0,0
5895.0,4028001.0,29102.03515625,112.0,1.0,2.0,0.0,5.0,2.0,1.0,0.0,0
70037.0,19.0,5509.5830078125,920.0,2.0,4.0,4.0,13.0,17.0,0.0,1.0,0
31698.0,58.0,3063.908203125,577.0,1.0,3.0,2.0,6.0,14.0,0.0,0.0,0
36091.0,4.0,2828.3251953125,563.0,2.0,2.0,5.0,8.0,3.0,0.0,1.0,0
14801.0,8002007.0,18092.4677734375,288.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0
28812.0,4.0,11311.41015625,953.0,1.0,12.0,1.0,4.0,20.0,0.0,0.0,0
56957.0,150101.0,16928.9794921875,830.0,3.0,6.0,3.0,12.0,18.0,1.0,0.0,0
109167.0,52001005.0,36509.3310546875,4109.0,10.0,20.0,13.0,18.0,76.0,1.0,1.0,0
8090.0,3001101.0,18594.0341796875,208.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,0
81304.0,1402342.0,22291.4404296875,5287.0,26.0,14.0,22.0,40.0,132.0,1.0,1.0,0
21978.0,1.0,14616.7880859375,641.0,0.0,2.0,1.0,8.0,12.0,0.0,0.0,0
