num_files,num_permissions,num_providers,file_size_kb,num_intents,total_methods,num_services,version_code,has_native_code,num_receivers,num_activities,label
2102.0,9.0,1.0,48520.6552734375,3.0,59167.0,2.0,14.0,0.0,2.0,9.0,0
732.0,7.0,0.0,10350.74609375,2.0,50671.0,1.0,25.0,0.0,1.0,2.0,0
85.0,2.0,0.0,493.15234375,22.0,4448.0,1.0,110.0,0.0,3.0,23.0,0
189.0,4.0,0.0,2297.34375,11.0,7275.0,0.0,35.0,1.0,0.0,6.0,0
714.0,17.0,0.0,30907.986328125,5.0,42747.0,1.0,4.0,0.0,1.0,13.0,0
234.0,2.0,1.0,16686.806640625,2.0,5235.0,1.0,1.0,1.0,5.0,4.0,0
1452.0,11.0,0.0,8352.3515625,2.0,55263.0,1.0,36.0,0.0,2.0,55.0,0
350.0,9.0,1.0,12528.8046875,2.0,22814.0,7.0,1458289239.0,1.0,7.0,2.0,0
737.0,8.0,0.0,8377.9072265625,2.0,57812.0,0.0,4.0,0.0,0.0,13.0,0
1045.0,16.0,3.0,32541.552734375,3.0,88188.0,8.0,6.0,1.0,8.0,25.0,0
436.0,11.0,1.0,6811.890625,2.0,29587.0,0.0,5.0,0.0,0.0,10.0,0
130.0,9.0,0.0,3104.896484375,2.0,32824.0,2.0,10105.0,1.0,4.0,11.0,0
3276.0,13.0,0.0,24724.244140625,5.0,34439.0,5.0,450006.0,1.0,1.0,15.0,0
902.0,2.0,0.0,2474.7939453125,2.0,20692.0,0.0,14084.0,0.0,0.0,29.0,0
2103.0,25.0,2.0,25118.6767578125,18.0,78719.0,8.0,60.0,1.0,8.0,62.0,0
498.0,1.0,0.0,4990.1298828125,2.0,32822.0,0.0,1.0,0.0,0.0,3.0,0
169.0,6.0,0.0,14355.5517578125,2.0,35872.0,0.0,20160602.0,1.0,0.0,3.0,0
288.0,10.0,0.0,6062.6669921875,2.0,55407.0,1.0,5.0,1.0,3.0,2.0,0
285.0,16.0,2.0,20490.85546875,2.0,28573.0,5.0,300558.0,0.0,6.0,4.0,0
203.0,7.0,1.0,1857.517578125,2.0,18745.0,0.0,3.0,0.0,1.0,13.0,0
227.0,4.0,0.0,2481.302734375,5.0,18781.0,0.0,2016060700.0,0.0,0.0,5.0,0
122.0,13.0,0.0,16864.6015625,3.0,11879.0,1.0,10000.0,0.0,1.0,2.0,0
893.0,27.0,3.0,4883.08203125,2.0,39722.0,13.0,29.0,1.0,14.0,29.0,0
824.0,10.0,0.0,6584.8193359375,2.0,62391.0,1.0,12.0,0.0,1.0,25.0,0
815.0,14.0,0.0,30398.2392578125,4.0,51550.0,4.0,656.0,1.0,1.0,17.0,0
1003.0,10.0,1.0,50153.349609375,3.0,46873.0,4.0,2001280900.0,1.0,5.0,4.0,0
1477.0,9.0,0.0,11359.7939453125,5.0,44069.0,2.0,157.0,1.0,4.0,40.0,0
556.0,5.0,1.0,3948.01171875,2.0,41546.0,2.0,3.0,0.0,4.0,6.0,0
1394.0,32.0,0.0,3039.2763671875,7.0,13865.0,3.0,507003.0,1.0,2.0,30.0,0
854.0,5.0,0.0,5767.607421875,2.0,18218.0,0.0,1.0,0.0,0.0,7.0,0
971.0,16.0,1.0,12386.1416015625,4.0,61441.0,5.0,7.0,0.0,2.0,27.0,0
606.0,2.0,0.0,6250.96484375,2.0,16235.0,0.0,5.0,0.0,0.0,7.0,0
490.0,11.0,0.0,13720.685546875,5.0,65049.0,11.0,3030.0,1.0,4.0,49.0,0
191.0,4.0,0.0,10886.96875,5.0,35684.0,0.0,16.0,0.0,0.0,3.0,0
1759.0,9.0,1.0,9279.373046875,8.0,71116.0,5.0,14114.0,0.0,8.0,9.0,0
432.0,3.0,0.0,2495.390625,3.0,32666.0,0.0,1.0,0.0,0.0,5.0,0
593.0,12.0,0.0,3579.751953125,2.0,33815.0,0.0,2.0,0.0,0.0,7.0,0
573.0,6.0,0.0,2252.9794921875,2.0,16288.0,1.0,26.0,0.0,2.0,7.0,0
2308.0,12.0,2.0,9186.50390625,15.0,34790.0,10.0,39190.0,1.0,13.0,31.0,0
243.0,9.0,0.0,50098.4970703125,4.0,24035.0,1.0,124365.0,1.0,3.0,4.0,0
5110.0,23.0,7.0,38493.2578125,42.0,53668.0,18.0,2704.0,1.0,8.0,47.0,0
393.0,1.0,0.0,1044.076171875,2.0,12522.0,0.0,1.0,0.0,0.0,2.0,0
419.0,9.0,1.0,5290.8720703125,6.0,34361.0,4.0,34.0,0.0,6.0,24.0,0
1182.0,12.0,1.0,45386.9951171875,3.0,26005.0,3.0,9006037.0,1.0,3.0,3.0,0
638.0,7.0,0.0,4264.275390625,2.0,27660.0,1.0,3.0,0.0,1.0,21.0,0
1415.0,5.0,0.0,12442.150390625,2.0,56705.0,0.0,197.0,0.0,0.0,5.0,0
340.0,13.0,1.0,7904.810546875,3.0,31694.0,3.0,72150.0,1.0,7.0,2.0,0
454.0,9.0,0.0,2662.666015625,2.0,24970.0,2.0,14.0,0.0,1.0,11.0,0
221.0,18.0,0.0,6775.373046875,11.0,35860.0,4.0,33.0,0.0,2.0,12.0,0
1848.0,12.0,2.0,26101.046875,3.0,53976.0,13.0,188.0,1.0,15.0,17.0,0
1437.0,6.0,5.0,4193.1025390625,11.0,28343.0,0.0,11254.0,0.0,7.0,34.0,0
5914.0,3.0,0.0,10523.08984375,2.0,21930.0,0.0,205078.0,0.0,0.0,3.0,0
761.0,5.0,1.0,33962.193359375,2.0,61429.0,0.0,26.0,1.0,2.0,15.0,0
2882.0,10.0,5.0,20146.2275390625,8.0,100364.0,14.0,50307.0,1.0,9.0,81.0,0
494.0,16.0,0.0,15857.736328125,2.0,50029.0,3.0,12.0,1.0,4.0,11.0,0
558.0,4.0,0.0,15110.44140625,2.0,20358.0,2.0,1.0,1.0,0.0,4.0,0
73.0,0.0,0.0,553.7607421875,3.0,4368.0,1.0,13.0,0.0,5.0,2.0,0
666.0,14.0,0.0,9460.572265625,2.0,22641.0,1.0,3.0,0.0,3.0,25.0,0
1029.0,9.0,0.0,3712.2392578125,2.0,43792.0,1.0,77.0,0.0,5.0,12.0,0
371.0,8.0,0.0,11815.728515625,2.0,65330.0,1.0,29.0,0.0,1.0,14.0,0
30.0,0.0,0.0,5837.0224609375,0.0,8.0,0.0,83.0,1.0,0.0,0.0,0
1083.0,17.0,1.0,10752.19140625,6.0,61491.0,9.0,80.0,1.0,12.0,21.0,0
1920.0,4.0,0.0,28919.7421875,2.0,30686.0,0.0,2.0,0.0,1.0,6.0,0
1571.0,17.0,3.0,21602.466796875,12.0,105773.0,10.0,185.0,1.0,4.0,63.0,0
1514.0,7.0,0.0,5415.033203125,2.0,25481.0,2.0,80406.0,0.0,2.0,19.0,0
324.0,14.0,0.0,8016.7431640625,2.0,34574.0,2.0,2016020101.0,1.0,1.0,2.0,0
288.0,3.0,0.0,18300.142578125,2.0,14817.0,0.0,7005001.0,1.0,0.0,2.0,0
62.0,10.0,0.0,15917.7978515625,3.0,3783.0,0.0,2006002.0,1.0,0.0,1.0,0
951.0,6.0,2.0,8754.333984375,2.0,51117.0,4.0,32.0,0.0,2.0,11.0,0
94.0,6.0,0.0,1761.921875,7.0,25420.0,2.0,678.0,0.0,3.0,5.0,0
759.0,12.0,1.0,4427.1689453125,7.0,40085.0,6.0,171.0,0.0,6.0,29.0,0
982.0,26.0,1.0,5190.2666015625,10.0,72032.0,9.0,10.0,0.0,7.0,23.0,0
814.0,7.0,0.0,3708.287109375,5.0,31628.0,0.0,4.0,0.0,0.0,13.0,0
335.0,2.0,0.0,2451.9228515625,2.0,29785.0,0.0,5.0,0.0,0.0,3.0,0
2416.0,15.0,0.0,9463.4609375,3.0,43198.0,2.0,358.0,0.0,6.0,3.0,0
1316.0,21.0,1.0,8008.6279296875,2.0,33081.0,5.0,41.0,0.0,5.0,58.0,0
1075.0,12.0,1.0,6798.2412109375,8.0,34785.0,8.0,1189.0,1.0,12.0,39.0,0
2074.0,9.0,2.0,14148.046875,5.0,69859.0,13.0,90.0,0.0,8.0,40.0,0
730.0,31.0,1.0,6047.0849609375,24.0,16089.0,7.0,116.0,0.0,14.0,38.0,0
1271.0,15.0,2.0,8340.8828125,6.0,58604.0,3.0,350.0,1.0,5.0,48.0,0
681.0,16.0,0.0,4243.58984375,2.0,25872.0,1.0,18.0,0.0,1.0,24.0,0
690.0,5.0,1.0,15504.7509765625,2.0,53475.0,0.0,31.0,1.0,1.0,22.0,0
1867.0,18.0,1.0,14256.0712890625,8.0,70198.0,11.0,150.0,1.0,8.0,18.0,0
1548.0,14.0,3.0,20934.5615234375,3.0,49827.0,2.0,4272.0,1.0,5.0,39.0,0
995.0,7.0,0.0,7214.3876953125,2.0,50703.0,8.0,46.0,0.0,1.0,19.0,0
824.0,10.0,0.0,14339.8974609375,2.0,47173.0,0.0,14.0,1.0,0.0,6.0,0
4042.0,31.0,6.0,23137.1572265625,17.0,115561.0,11.0,449.0,1.0,9.0,45.0,0
244.0,9.0,0.0,10996.8837890625,2.0,26472.0,0.0,2.0,1.0,0.0,7.0,0
3571.0,10.0,2.0,23517.2685546875,57.0,68898.0,2.0,15007.0,1.0,3.0,77.0,0
1381.0,10.0,1.0,10296.802734375,3.0,41241.0,3.0,608.0,0.0,2.0,4.0,0
1602.0,11.0,3.0,9075.3017578125,0.0,54716.0,4.0,241.0,0.0,3.0,30.0,0
992.0,12.0,0.0,17423.154296875,9.0,30932.0,11.0,230.0,1.0,5.0,23.0,0
1809.0,10.0,3.0,24074.1142578125,3.0,44763.0,4.0,6.0,0.0,1.0,58.0,0
431.0,6.0,0.0,2564.90234375,2.0,31703.0,0.0,8.0,0.0,0.0,31.0,0
193.0,4.0,1.0,3432.3720703125,6.0,31184.0,1.0,42.0,0.0,2.0,9.0,0
1330.0,22.0,1.0,23861.1748046875,3.0,55640.0,4.0,35.0,0.0,5.0,68.0,0
491.0,4.0,1.0,8554.953125,2.0,40829.0,0.0,3.0,1.0,0.0,14.0,0
1882.0,11.0,0.0,51156.2236328125,2.0,17741.0,3.0,5.0,1.0,3.0,2.0,0
2864.0,15.0,0.0,14497.26953125,7.0,67836.0,4.0,59.0,1.0,7.0,30.0,0
72.0,14.0,0.0,1353.27734375,2.0,19991.0,0.0,1.0,0.0,1.0,4.0,0
383.0,15.0,0.0,9569.810546875,3.0,61834.0,4.0,212614.0,1.0,5.0,5.0,0
973.0,11.0,1.0,29192.0224609375,2.0,61520.0,4.0,71.0,1.0,6.0,23.0,0
1862.0,13.0,0.0,17593.45703125,3.0,58375.0,4.0,13208.0,0.0,4.0,8.0,0
1523.0,15.0,3.0,14156.1875,3.0,61113.0,21.0,6.0,1.0,5.0,17.0,0
729.0,6.0,1.0,6602.0048828125,2.0,39337.0,4.0,9.0,0.0,4.0,11.0,0
1571.0,16.0,1.0,22233.98828125,38.0,124799.0,10.0,60010028.0,1.0,10.0,55.0,0
921.0,13.0,1.0,4462.359375,8.0,34359.0,4.0,8.0,0.0,4.0,40.0,0
1198.0,26.0,0.0,5348.6064453125,2.0,52881.0,5.0,61.0,1.0,9.0,80.0,0
270.0,8.0,0.0,3873.203125,2.0,16440.0,3.0,557720.0,0.0,1.0,1.0,0
51.0,5.0,0.0,119.76953125,5.0,1282.0,1.0,124.0,0.0,1.0,4.0,0
2353.0,15.0,0.0,21391.73046875,5.0,54990.0,2.0,3003011.0,1.0,1.0,52.0,0
1941.0,10.0,2.0,10336.66796875,5.0,49709.0,6.0,602052.0,0.0,8.0,32.0,0
877.0,11.0,0.0,7913.888671875,3.0,245.0,0.0,25.0,1.0,0.0,1.0,0
2285.0,9.0,3.0,14196.5556640625,8.0,64709.0,6.0,700044.0,0.0,8.0,45.0,0
127.0,0.0,0.0,14391.68359375,3.0,2233.0,1.0,9.0,1.0,1.0,2.0,0
893.0,12.0,0.0,5523.775390625,8.0,55758.0,6.0,2.0,0.0,7.0,32.0,0
686.0,20.0,1.0,3891.6875,3.0,31304.0,1.0,810.0,0.0,1.0,16.0,0
258.0,7.0,0.0,1083.2431640625,31.0,3330.0,1.0,25.0,0.0,2.0,18.0,0
1604.0,13.0,1.0,12054.919921875,5.0,70587.0,4.0,101.0,1.0,6.0,31.0,0
1232.0,13.0,2.0,13213.4169921875,5.0,36588.0,8.0,575.0,0.0,8.0,19.0,0
1081.0,10.0,0.0,5152.9833984375,11.0,48730.0,2.0,94.0,0.0,1.0,18.0,0
3072.0,11.0,2.0,24710.6328125,10.0,40637.0,5.0,40209000.0,1.0,6.0,24.0,0
1056.0,4.0,0.0,35358.5078125,2.0,25122.0,0.0,16.0,1.0,0.0,3.0,0
158.0,10.0,0.0,6257.154296875,2.0,21544.0,1.0,46.0,0.0,1.0,2.0,0
590.0,3.0,0.0,3488.69921875,2.0,32626.0,1.0,12.0,0.0,0.0,8.0,0
3447.0,12.0,0.0,22417.130859375,8.0,33183.0,3.0,13.0,1.0,5.0,17.0,0
1641.0,16.0,2.0,12984.453125,7.0,63024.0,8.0,20160601.0,0.0,6.0,38.0,0
394.0,7.0,0.0,2472.0380859375,2.0,36459.0,1.0,1.0,0.0,1.0,4.0,0
633.0,10.0,0.0,2362.6474609375,2.0,27197.0,2.0,11.0,0.0,0.0,4.0,0
1161.0,3.0,0.0,5867.5380859375,2.0,16085.0,0.0,6.0,0.0,0.0,5.0,0
874.0,7.0,1.0,3556.8330078125,28.0,20128.0,0.0,31.0,0.0,0.0,17.0,0
993.0,5.0,1.0,29462.1357421875,2.0,20197.0,1.0,102.0,1.0,4.0,5.0,0
2027.0,13.0,0.0,14278.5400390625,38.0,31685.0,4.0,60602.0,1.0,5.0,44.0,0
429.0,8.0,0.0,3879.505859375,2.0,41338.0,0.0,1.0,0.0,0.0,9.0,0
59.0,6.0,0.0,1845.23046875,3.0,15105.0,1.0,49.0,0.0,1.0,21.0,0
3056.0,29.0,3.0,16988.5341796875,8.0,101427.0,16.0,917.0,1.0,13.0,22.0,0
288.0,3.0,0.0,21302.0068359375,2.0,14817.0,0.0,7005001.0,1.0,0.0,2.0,0
462.0,12.0,0.0,1580.5361328125,4.0,17655.0,1.0,2.0,0.0,1.0,3.0,0
650.0,13.0,1.0,8893.533203125,2.0,24936.0,0.0,62.0,1.0,0.0,9.0,0
176.0,2.0,0.0,4555.447265625,2.0,32313.0,0.0,2.0,0.0,0.0,8.0,0
2301.0,17.0,5.0,13669.0927734375,0.0,81732.0,5.0,61.0,1.0,10.0,86.0,0
1177.0,7.0,1.0,20971.525390625,6.0,37474.0,3.0,24.0,1.0,2.0,23.0,0
860.0,6.0,1.0,20231.517578125,2.0,56200.0,0.0,13.0,1.0,0.0,21.0,0
271.0,14.0,0.0,6886.1591796875,3.0,53666.0,3.0,2.0,1.0,3.0,3.0,0
934.0,9.0,1.0,6035.8408203125,7.0,47013.0,4.0,37.0,1.0,3.0,23.0,0
1301.0,8.0,1.0,5318.806640625,3.0,58388.0,3.0,5.0,0.0,7.0,39.0,0
628.0,17.0,0.0,27924.8662109375,2.0,57901.0,2.0,2021.0,1.0,10.0,6.0,0
496.0,13.0,1.0,47779.7783203125,3.0,62860.0,2.0,6007000.0,1.0,3.0,16.0,0
3290.0,16.0,4.0,13545.6123046875,69.0,64952.0,11.0,1724.0,1.0,10.0,92.0,0
704.0,11.0,0.0,4038.216796875,9.0,16264.0,0.0,5.0,0.0,0.0,27.0,0
853.0,5.0,1.0,11293.8466796875,2.0,32881.0,0.0,17.0,0.0,0.0,4.0,0
1702.0,19.0,0.0,22740.7861328125,4.0,53733.0,4.0,56.0,1.0,6.0,30.0,0
508.0,2.0,0.0,3420.4208984375,2.0,43996.0,1.0,1.0,0.0,1.0,11.0,0
1098.0,18.0,0.0,10483.3291015625,5.0,38332.0,3.0,791.0,0.0,2.0,24.0,0
140.0,5.0,1.0,2212.0419921875,4.0,3561.0,0.0,1112.0,0.0,0.0,6.0,0
553.0,9.0,0.0,4689.859375,5.0,23358.0,1.0,25.0,0.0,2.0,17.0,0
2061.0,22.0,2.0,11039.8134765625,11.0,52560.0,15.0,1152601.0,1.0,7.0,40.0,0
994.0,5.0,1.0,12617.443359375,2.0,51951.0,0.0,1.0,0.0,0.0,14.0,0
2042.0,17.0,3.0,10336.3349609375,5.0,64289.0,20.0,107103.0,0.0,7.0,9.0,0
1059.0,15.0,0.0,7363.09765625,2.0,53658.0,3.0,1001.0,0.0,3.0,43.0,0
254.0,11.0,0.0,6155.4541015625,2.0,60548.0,0.0,62.0,1.0,0.0,5.0,0
573.0,9.0,0.0,8275.3759765625,2.0,47814.0,0.0,6.0,0.0,0.0,5.0,0
1005.0,8.0,0.0,4063.943359375,3.0,47821.0,3.0,3.0,0.0,7.0,27.0,0
728.0,13.0,0.0,17773.6171875,2.0,19914.0,4.0,109009.0,1.0,3.0,1.0,0
2539.0,6.0,0.0,18822.966796875,7.0,16410.0,0.0,37.0,1.0,0.0,21.0,0
40.0,3.0,0.0,183.0263671875,2.0,854.0,0.0,270.0,0.0,0.0,13.0,0
1104.0,17.0,0.0,30612.669921875,2.0,54206.0,3.0,2022.0,1.0,10.0,6.0,0
1793.0,11.0,0.0,30286.2080078125,21.0,108562.0,5.0,3045.0,1.0,6.0,52.0,0
302.0,14.0,0.0,18046.5302734375,2.0,15363.0,1.0,1000004.0,1.0,1.0,2.0,0
349.0,14.0,2.0,29488.1279296875,4.0,26578.0,3.0,31120.0,1.0,9.0,9.0,0
838.0,1.0,0.0,4648.0751953125,2.0,6240.0,0.0,11.0,0.0,0.0,45.0,0
75.0,12.0,0.0,8621.466796875,2.0,32211.0,2.0,4.0,1.0,1.0,2.0,0
1901.0,12.0,1.0,12941.53515625,8.0,49435.0,4.0,2000599.0,1.0,4.0,51.0,0
1182.0,9.0,0.0,10161.904296875,21.0,73319.0,1.0,5378.0,1.0,4.0,19.0,0
273.0,10.0,0.0,3192.5302734375,2.0,39282.0,3.0,1.0,1.0,3.0,10.0,0
810.0,14.0,0.0,5314.2880859375,8.0,62610.0,2.0,4420.0,0.0,7.0,28.0,0
111.0,6.0,0.0,3957.486328125,2.0,24788.0,0.0,10.0,0.0,0.0,2.0,0
987.0,6.0,0.0,8589.6337890625,10.0,41270.0,0.0,4.0,0.0,0.0,5.0,0
3278.0,22.0,2.0,14544.67578125,6.0,83529.0,11.0,1606010649.0,0.0,13.0,76.0,0
745.0,8.0,0.0,25484.2626953125,2.0,9990.0,0.0,6.0,0.0,1.0,5.0,0
305.0,21.0,1.0,12004.3935546875,2.0,54215.0,5.0,13.0,1.0,4.0,7.0,0
1589.0,11.0,1.0,27741.8349609375,2.0,88368.0,9.0,137.0,0.0,8.0,50.0,0
426.0,3.0,1.0,1666.9306640625,2.0,20011.0,0.0,19.0,0.0,0.0,4.0,0
1166.0,9.0,2.0,33709.931640625,6.0,94976.0,9.0,104.0,1.0,11.0,31.0,0
362.0,12.0,0.0,7856.4404296875,2.0,25189.0,3.0,31.0,0.0,6.0,25.0,0
974.0,11.0,2.0,6673.0087890625,2.0,51663.0,11.0,68.0,0.0,10.0,11.0,0
855.0,5.0,0.0,13768.314453125,2.0,21178.0,0.0,1.0,0.0,0.0,3.0,0
182.0,8.0,0.0,1802.3330078125,9.0,33543.0,1.0,8.0,0.0,2.0,14.0,0
334.0,6.0,1.0,33037.611328125,8.0,20743.0,0.0,4.0,0.0,0.0,5.0,0
2465.0,12.0,2.0,11663.6337890625,2.0,75480.0,7.0,64.0,0.0,6.0,20.0,0
1505.0,21.0,0.0,13082.8994140625,15.0,25277.0,5.0,334.0,1.0,5.0,33.0,0
3985.0,10.0,2.0,13053.2841796875,14.0,48885.0,8.0,408020.0,0.0,5.0,75.0,0
6794.0,23.0,3.0,26059.6591796875,6.0,116411.0,35.0,297.0,0.0,10.0,92.0,0
347.0,5.0,0.0,808.8349609375,2.0,6295.0,0.0,1013.0,0.0,0.0,1.0,0
793.0,4.0,1.0,10226.0400390625,2.0,16328.0,0.0,14.0,0.0,0.0,4.0,0
206.0,4.0,0.0,20730.4775390625,2.0,25642.0,1.0,1000000.0,1.0,0.0,5.0,0
231.0,0.0,0.0,1938.9267578125,5.0,589.0,0.0,1.0,0.0,1.0,5.0,0
282.0,2.0,0.0,1946.7607421875,2.0,16795.0,1.0,81.0,0.0,1.0,4.0,0
483.0,6.0,2.0,8766.9638671875,5.0,42739.0,1.0,74.0,1.0,1.0,5.0,0
1656.0,12.0,0.0,11952.15234375,4.0,63284.0,9.0,679.0,0.0,9.0,43.0,0
248.0,10.0,0.0,5950.189453125,2.0,55348.0,1.0,4.0,1.0,3.0,2.0,0
670.0,19.0,1.0,5218.1298828125,2.0,64588.0,7.0,1.0,0.0,8.0,12.0,0
593.0,12.0,0.0,6399.94140625,2.0,33814.0,0.0,3.0,0.0,0.0,7.0,0
619.0,8.0,2.0,27000.2998046875,6.0,64058.0,6.0,1000026.0,1.0,8.0,46.0,0
1466.0,19.0,0.0,7734.0576171875,14.0,65132.0,6.0,43.0,0.0,7.0,99.0,0
453.0,24.0,0.0,2603.404296875,4.0,11392.0,8.0,78.0,0.0,6.0,27.0,0
565.0,11.0,1.0,4267.6962890625,2.0,36335.0,4.0,1.0,0.0,3.0,9.0,0
281.0,2.0,0.0,17916.7080078125,2.0,14745.0,0.0,1000008.0,1.0,0.0,2.0,0
985.0,12.0,1.0,19498.5361328125,4.0,31168.0,3.0,2006000.0,1.0,5.0,5.0,0
437.0,14.0,0.0,48934.0517578125,2.0,30349.0,1.0,32.0,1.0,2.0,11.0,0
899.0,14.0,2.0,3617.7138671875,5.0,16835.0,8.0,2023.0,0.0,9.0,7.0,0
1433.0,6.0,0.0,40587.583984375,2.0,53316.0,0.0,50.0,1.0,0.0,8.0,0
112.0,5.0,0.0,29102.03515625,2.0,5895.0,0.0,4028001.0,1.0,1.0,2.0,0
920.0,13.0,1.0,5509.5830078125,4.0,70037.0,4.0,19.0,0.0,2.0,17.0,0
577.0,6.0,0.0,3063.908203125,3.0,31698.0,2.0,58.0,0.0,1.0,14.0,0
563.0,8.0,1.0,2828.3251953125,2.0,36091.0,5.0,4.0,0.0,2.0,3.0,0
288.0,3.0,0.0,18092.4677734375,2.0,14801.0,0.0,8002007.0,1.0,0.0,2.0,0
953.0,4.0,0.0,11311.41015625,12.0,28812.0,1.0,4.0,0.0,1.0,20.0,0
830.0,12.0,0.0,16928.9794921875,6.0,56957.0,3.0,150101.0,1.0,3.0,18.0,0
4109.0,18.0,1.0,36509.3310546875,20.0,109167.0,13.0,52001005.0,1.0,10.0,76.0,0
208.0,6.0,0.0,18594.0341796875,2.0,8090.0,0.0,3001101.0,1.0,1.0,1.0,0
5287.0,40.0,1.0,22291.4404296875,14.0,81304.0,22.0,1402342.0,1.0,26.0,132.0,0
641.0,8.0,0.0,14616.7880859375,2.0,21978.0,1.0,1.0,0.0,0.0,12.0,0
